#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D28C
#Date Time: 2023-02-25 12:02:52.959
#Sample rate: 800Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 10 mV/div Offset: -2.615 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Sweep
#Type: Square
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 2 V
#Offset: 2 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: DC
#Offset: 0 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

#49E sensor
#Nominal sensitivity: 1.6 mV/GS
#PCB Coil Drive: 1.6A, 5Hz, full stepping
#
Time (s),Channel 1 (V)
3.9,2.639867115991761
3.90125,2.640541122960746
3.9025,2.641889136898717
3.90375,2.641552133414224
3.905,2.643237150836688
3.90625,2.640878126445239
3.9075,2.639867115991761
3.90875,2.639867115991761
3.91,2.640541122960746
3.91125,2.640541122960746
3.9125,2.640541122960746
3.91375,2.642563143867702
3.915,2.640541122960746
3.91625,2.639867115991761
3.9175,2.640204119476254
3.91875,2.641889136898717
3.92,2.641552133414224
3.92125,2.642226140383209
3.9225,2.641889136898717
3.92375,2.639867115991761
3.925,2.639867115991761
3.92625,2.640204119476254
3.9275,2.640204119476254
3.92875,2.640204119476254
3.93,2.642226140383209
3.93125,2.640878126445239
3.9325,2.639867115991761
3.93375,2.639867115991761
3.935,2.641215129929731
3.93625,2.641889136898717
3.9375,2.641552133414224
3.93875,2.642226140383209
3.94,2.640204119476254
3.94125,2.639867115991761
3.9425,2.639867115991761
3.94375,2.640541122960746
3.945,2.640541122960746
3.94625,2.641552133414224
3.9475,2.641889136898717
3.94875,2.640204119476254
3.95,2.636497081146834
3.95125,2.635486070693356
3.9525,2.636834084631326
3.95375,2.636497081146834
3.955,2.637508091600312
3.95625,2.636160077662341
3.9575,2.635149067208863
3.95875,2.635149067208863
3.96,2.635149067208863
3.96125,2.635486070693356
3.9625,2.635823074177849
3.96375,2.637171088115819
3.965,2.635823074177849
3.96625,2.63481206372437
3.9675,2.63481206372437
3.96875,2.636497081146834
3.97,2.634475060239878
3.97125,2.63481206372437
3.9725,2.635149067208863
3.97375,2.632453039332921
3.975,2.632790042817414
3.97625,2.633127046301907
3.9775,2.633127046301907
3.97875,2.633127046301907
3.98,2.634475060239878
3.98125,2.634138056755385
3.9825,2.632453039332921
3.98375,2.632790042817414
3.985,2.634138056755385
3.98625,2.634475060239878
3.9875,2.63481206372437
